timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1667103361150,558, Request1-0,301,Moved Permanently,Thread Group 1-1,text,true,,703,115,10,10,https://google.com/,558,0,0
1667103361708,471, Request1-1,200,OK,Thread Group 1-1,text,true,,17477,119,10,10,https://www.google.com/,338,0,0
1667103361313,1273, Request1,200,OK,Thread Group 1-4,text,true,,18181,234,10,10,https://www.google.com/,662,0,0
1667103361313,663, Request1-0,301,Moved Permanently,Thread Group 1-4,text,true,,703,115,10,10,https://google.com/,662,0,0
1667103361976,610, Request1-1,200,OK,Thread Group 1-4,text,true,,17478,119,10,10,https://www.google.com/,326,0,0
1667103361421,1320, Request1,200,OK,Thread Group 1-10,text,true,,18151,234,10,10,https://www.google.com/,580,0,0
1667103361471,1235, Request1,200,OK,Thread Group 1-9,text,true,,18113,234,10,10,https://www.google.com/,476,0,0
1667103361421,580, Request1-0,301,Moved Permanently,Thread Group 1-10,text,true,,703,115,10,10,https://google.com/,580,0,0
1667103361471,476, Request1-0,301,Moved Permanently,Thread Group 1-9,text,true,,703,115,10,10,https://google.com/,476,0,0
1667103362001,740, Request1-1,200,OK,Thread Group 1-10,text,true,,17448,119,10,10,https://www.google.com/,350,0,0
1667103361947,759, Request1-1,200,OK,Thread Group 1-9,text,true,,17410,119,10,10,https://www.google.com/,363,0,0
1667103361317,1407, Request1,200,OK,Thread Group 1-3,text,true,,18228,234,10,10,https://www.google.com/,683,0,0
1667103361317,683, Request1-0,301,Moved Permanently,Thread Group 1-3,text,true,,703,115,10,10,https://google.com/,683,0,0
